Year,Planted (1000 Acres),Harvested (1000 Acres),Yield (Pounds/ Harvested Area),Average Temperature Value,Average Temperature Anomaly,Maximum Temperature Value,Maximum Temperature Anomaly,Minimum Temperature Value,Minimum Temperature Anomaly,Precipitation Value,Precipitation Anomaly,Cooling Degree Days Value,Cooling Degree Days Anomaly,Heating Degree Days Value,Heating Degree Days Anomaly,Palmer Drought Severity Index (PDSI) Value,Palmer Drought Severity Index (PDSI) Anomaly,Palmer Hydrological Drought Index (PHDI) Value,Palmer Hydrological Drought Index (PHDI) Anomaly,Palmer Modified Drought Index (PMDI) Value,Palmer Modified Drought Index (PMDI) Anomaly,Palmer Z-Index Value,Palmer Z-Index Anomaly
1980,122,120,311,64.875,1.858333333,77.58333333,1.15,54.13333333,1.55,7.754166667,1.756666667,166.75,7.166666667,261.75,42.16666667,3.63,1.925833333,1.470833333,4.646666667,2.251666667,1.453333333,2.6225,2.678333333
1980,290,275,352,60.25,0.208333333,72.83333333,2.675,47.60833333,2.708333333,7.731666667,2.1825,135,17.25,363.8333333,44.16666667,4.334166667,3.535,,3.84,,0.65,1.186666667,1.891666667
1980,"7,850","6,850",234,65.98333333,1.675,78.60833333,3,53.325,1.341666667,3.030833333,1.679166667,235.25,9.833333333,178.4166667,19.16666667,2.7425,-0.195833333,0.694166667,3.443333333,1.415833333,3.270833333,2.441666667,0.391666667
1980,0,0,321,55.4,1.816666667,67.69166667,0.125,45.14166667,0.55,5.993333333,0.244166667,99.08333333,8.833333333,410.3333333,46.5,2.8025,1.5775,4.369166667,0.988333333,2.9025,2.588333333,3.074166667,2.9425
1981,377,372,546,62.98333333,-0.275,76.34166667,2.541666667,50.63333333,1.933333333,7.816666667,0.051666667,153.4166667,-7.083333333,261.5,32.5,-0.4125,-1.733333333,-1.63,0.8925,0.535,-1.775833333,3.186666667,0.0475
1981,610,560,522,62.225,1.575,74.5,0.9,52.94166667,2.225,5.590833333,3.260833333,137.4166667,-3.75,296.5,6,2.495833333,3.153333333,0.9375,0.4175,0.171666667,2.753333333,2.733333333,3.578333333
1981,600,599,1251,65.325,2.7,78.38333333,3.608333333,48.28333333,2.85,3.039166667,4.014166667,250.9166667,6,149.5,-13.25,-0.196666667,0.6225,-1.196666667,-0.405833333,-0.006666667,1.6575,1.3425,0.5875
1981,"1,540","1,530",1112,60.3,3.65,72.61666667,2.45,50.98333333,2.85,,1.36,79.16666667,5.833333333,236.6666667,-5.5,0.978333333,1.8075,-0.395833333,1.315,-0.205,1.490833333,3.08,3.334166667
1981,18,17,604,72.26666667,0.191666667,82.99166667,3.316666667,61.50833333,-1.958333333,6.705833333,,266.0833333,-23.75,90.16666667,32.58333333,-0.740833333,-0.130833333,-1.996666667,-1.319166667,-0.8075,,0.895,3.111666667
1981,180,175,438,,-0.525,78.66666667,0.241666667,51.03333333,0.733333333,7.5075,1.334166667,132.9166667,-3.833333333,282.3333333,42.16666667,-0.210833333,-1.894166667,-1.48,-2.221666667,-2.365,0.946666667,3.016666667,0.089166667
1981,0,0,0,53.75,2.5,64.95833333,3.566666667,43.55,2.441666667,5.474166667,2.138333333,65.08333333,-8.16666667,528.5833333,6.75,4.548333333,3.656666667,2.416666667,2.335,4.495,4.590833333,4.923333333,1.598333333
1981,0,0,0,56.66666667,,70.16666667,3.866666667,45.175,2.925,6.495,4.144166667,120.6666667,-0.916666667,392.5,-22.33333333,0.371666667,1.589166667,-0.98,-0.843333333,2.529166667,-0.29,2.7775,0.541666667
1981,0,0,0,58.34166667,2.458333333,,,44.24166667,-0.7,4.66,0.5025,88.33333333,-9.66666667,414.3333333,37.75,0.815,2.974166667,2.430833333,-0.575,3.548333333,-0.288333333,3.048333333,2.716666667
1981,700,695,516,69.05,0.341666667,78.11666667,2.883333333,55.96666667,0.75,7.796666667,1.8175,217.5833333,-3.75,,19.66666667,-1.794166667,0.9975,-0.794166667,-2.2175,0.454166667,0.1825,1.155,3.005833333
1981,242,183,445,56.89166667,3.966666667,66.90833333,2.116666667,44.875,3.816666667,7.684166667,2.13,98.16666667,-7,418.9166667,-3.666666667,3.086666667,3.081666667,0.3575,1.325,0.6225,-0.278333333,2.351666667,4.048333333
1981,"1,230","1,200",628,66.09166667,3.283333333,77.99166667,3.925,,0.616666667,6.528333333,1.621666667,178.25,,227.3333333,20.75,0.399166667,0.818333333,-0.600833333,,-0.576666667,-1.186666667,,0.710833333
1981,83,82,562,58.175,-0.008333333,72.93333333,-0.341666667,49.41666667,0.316666667,6.396666667,0.225,106.75,-8.83333333,337.0833333,50.75,-0.548333333,0.561666667,0.259166667,-1.690833333,-0.505833333,-0.425833333,2.2925,2.3
1981,136,106,606,55.35,4.425,71.29166667,4.366666667,41.40833333,2.483333333,4.268333333,1.091666667,75.16666667,-3.083333333,367.6666667,-15.41666667,,1.2875,0.63,2.961666667,-0.095833333,2.156666667,0.624166667,1.7575
1981,1,1,804,55.825,2.166666667,68.4,5.233333333,42.24166667,5.1,3.8925,3.028333333,,12.25,272,,-0.956666667,0.7825,-0.4925,2.118333333,-0.389166667,1.175,2.039166667,0.239166667
1981,,640,332,63.45,2.466666667,73.39166667,1.375,49.5,4.583333333,3.9375,2.964166667,162.4166667,2.416666667,293.5,-6.91666667,0.491666667,0.804166667,-0.380833333,-1.194166667,-0.169166667,,2.7275,0.485833333
1981,119,118,668,63.21666667,,77.58333333,2.15,49.84166667,0.258333333,4.349166667,3.351666667,147.1666667,-9.41666667,266.1666667,47.58333333,0.386666667,-0.3175,0.156666667,,0.284166667,-0.514166667,3.185833333,1.241666667
1981,325,305,498,60.68333333,0.641666667,69.21666667,3.058333333,49.13333333,1.233333333,5.875833333,,107.3333333,-8.416666667,356.4166667,35.75,3.480833333,0.681666667,0.45,-0.4975,1.8225,1.035,1.935,3.64
1981,"7,460","7,200",380,,2.666666667,79.85,3.241666667,57.075,2.091666667,3.681666667,3.33,218.5,-7.91666667,163.5,2.25,,4.590833333,4.535833333,2.285,2.595833333,1.450833333,3.53,1.48
1981,0,0,482,54.66666667,1.083333333,68.01666667,0.45,45.30833333,0.716666667,4.018333333,1.269166667,80,,411.4166667,49.58333333,1.1775,-1.0475,0.993333333,-1.3875,-1.768333333,-1.0825,1.360833333,1.229166667
1982,287,285,777,65.34166667,1.083333333,75.75,0.95,53.925,4.225,7.094166667,4.329166667,149.25,-9.25,219.5,-8.5,4.674166667,1.353333333,0.766666667,0.289166667,1.269166667,1.958333333,4.448333333,3.309166667
1982,410,390,659,62.96666667,2.316666667,74.8,1.2,53.13333333,3.416666667,5.816666667,1.486666667,134.9166667,-8.25,301.3333333,13.83333333,4.2925,0.95,3.0725,3.5525,1.155833333,0.7375,1.678333333,1.523333333
1982,,470,1119,,1.116666667,74.01666667,0.241666667,48.43333333,3,2.376666667,3.351666667,213.3333333,-32.58333333,188.3333333,25.58333333,3.9825,5.801666667,1.443333333,5.234166667,4.5775,5.241666667,1.815833333,2.060833333
1982,"1,380","1,370",1078,60.34166667,1.691666667,,-1.233333333,48.73333333,1.6,3.665833333,2.839166667,56.33333333,-18,288.9166667,47.75,7.443333333,5.2725,7.443333333,7.154166667,5.3725,6.068333333,5.6625,5.916666667
1982,16,15,628,75.50833333,2.433333333,83.89166667,2.216666667,62.125,2.658333333,7.11,1.639166667,290.9166667,0.083333333,46.5,-11.08333333,4.386666667,4.996666667,1.599166667,5.276666667,3.636666667,2.26,2.716666667,2.933333333
1982,163,158,717,66.93333333,2.058333333,79.16666667,0.741666667,55.70833333,4.408333333,7.44,2.266666667,128.5833333,-11.16666667,235.8333333,-5.333333333,2.7025,2.019166667,1.575833333,0.834166667,4.145833333,4.4575,4.31,3.3825
1982,0,0,0,54.68333333,2.433333333,64.70833333,0.316666667,44.65,0.541666667,4.881666667,4.545833333,63.25,-11,557.5,38.66666667,7.065,4.173333333,6.065,3.983333333,5.011666667,5.1075,4.366666667,3.041666667
1982,1,0,123,57.025,1.258333333,68.41666667,2.116666667,44.66666667,0.416666667,4.380833333,2.03,109.9166667,-12.66666667,452,39.16666667,2.611666667,2.829166667,3.611666667,3.748333333,5.3175,1.498333333,4.671666667,4.435833333
1982,0,0,0,57.31666667,3.433333333,68.325,3.483333333,47.30833333,0.366666667,5.1875,3.03,86.91666667,-13.08333333,381.3333333,5.75,2.568333333,2.7275,3.706666667,,1.569166667,2.7325,2.583333333,1.251666667
1982,605,595,705,70.675,0.966666667,80.25833333,2.025,57.1,3.883333333,7.451666667,2.4725,214.5,-2.833333333,138.25,-6.75,2.915,2.706666667,-0.664166667,1.9125,1.589166667,-0.6825,2.5075,1.358333333
1982,154,151,652,57.51666667,2.591666667,66.34166667,,43.71666667,0.658333333,5.234166667,1.68,91.66666667,-13.5,456.0833333,31.5,4.895,2.89,6.895,2.8625,4.626666667,2.725833333,2.5225,2.219166667
1982,"1,000",990,857,67.75833333,1.95,77.83333333,2.766666667,54.65833333,3.125,6.545,3.638333333,171,-6.25,198.1666667,-8.416666667,2.575833333,-0.005,1.870833333,0.063333333,0.3,1.69,3.690833333,1.4525
1982,71,70,702,62.55,2.366666667,73.34166667,2.066666667,49.75833333,0.658333333,7.346666667,2.175,104.75,-13.83333333,297,,4.198333333,4.308333333,2.025833333,4.075833333,2.735,3.815,3.509166667,3.516666667
1982,79,68,553,53.58333333,0.658333333,67.875,1.95,41.28333333,2.358333333,3.250833333,3.074166667,74.41666667,-3.833333333,413.5833333,30.5,1.684166667,3.9425,3.344166667,2.675833333,1.576666667,1.829166667,,2.223333333
1982,1,1,618,50.10833333,,64.4,0.233333333,36.79166667,2.65,4.136666667,3.2725,142.4166667,-32.75,342.8333333,48.16666667,,,2.151666667,,5.686666667,6.250833333,5.335833333,5.535833333
1982,480,450,258,62.95,0.966666667,71.96666667,2.95,50.925,1.008333333,6.97,0.996666667,152.3333333,-4.666666667,321.3333333,18.91666667,4.745833333,4.058333333,4.745833333,2.9325,5.0575,4.3525,4.523333333,2.281666667
1982,97,95,784,64.675,0.658333333,74.675,2.241666667,52.675,1.091666667,8.186666667,2.189166667,147.5833333,-13,220.5833333,0,3.171666667,5.4675,1.965,5.140833333,4.623333333,4.825,2.386666667,3.4425
1982,260,,641,60.61666667,3.575,69.71666667,0.558333333,49.51666667,0.616666667,7.810833333,3.261666667,104.8333333,-9.91666667,326,3.333333333,4.411666667,1.6125,4.516666667,0.569166667,2.51,2.7225,4.545833333,2.250833333
1982,"5,800","4,300",305,67.65,2.341666667,,1.125,56.55833333,0.575,3.223333333,0.871666667,223.1666667,-5.25,169.5,9.25,2.836666667,1.898333333,1.2675,2.016666667,1.91,2.765,3.0675,1.0175
1982,0,0,644,57.68333333,2.1,67.54166667,0.975,44.825,1.233333333,5.799166667,2.05,75.75,-13.5,379.3333333,16.5,2.610833333,4.385833333,2.723333333,2.3425,,3.343333333,,4.428333333
1983,219,215,413,64.19166667,0.933333333,76.50833333,1.708333333,50.875,1.175,6.864166667,,144.3333333,-16.16666667,276.1666667,46.16666667,5.43,6.109166667,,5.9525,3.783333333,5.4725,5.223333333,5.084166667
1983,320,290,537,62.86666667,-0.783333333,70.59166667,1.991666667,52.11666667,2.4,5.875833333,1.545833333,143.75,-0.416666667,344.4166667,52.91666667,1.720833333,2.378333333,3.538333333,1.018333333,1.050833333,2.6325,0.730833333,0.575833333
1983,291,284,1226,61.2,-0.425,76.33333333,1.558333333,49.09166667,3.658333333,2.580833333,1.555833333,221.4166667,-24.5,187.9166667,22.16666667,7.949166667,7.768333333,5.949166667,,6.949166667,8.613333333,6.330833333,4.575833333
1983,960,950,997,61.55,1.9,71.6,1.433333333,50.49166667,1.358333333,5.538333333,3.711666667,69.83333333,-1.5,255.6666667,16.5,,,9.526666667,10.2375,8.486666667,11.1825,5.500833333,6.755
1983,13,12,610,73.26666667,2.191666667,80.63333333,-1.041666667,61.88333333,-0.583333333,8.4075,4.936666667,260.1666667,-30.66666667,74.75,21.16666667,5.698333333,7.308333333,3.698333333,4.375833333,6.0675,6.690833333,2.253333333,5.47
1983,,115,468,63.925,0.05,74.375,0.95,52.475,2.175,6.711666667,3.538333333,130.25,-10.5,287.4166667,47.25,1.566666667,3.883333333,3.804166667,4.0625,4.646666667,,3.559166667,4.631666667
1983,0,0,0,52.99166667,0.741666667,62.7,3.308333333,43.24166667,,4.440833333,3.105,93.08333333,17.83333333,539.25,21.41666667,6.578333333,5.686666667,4.578333333,5.496666667,4.588333333,4.684166667,3.23,3.905
1983,0,0,244,54.19166667,2.425,66.525,1.225,44.85,3.6,6.201666667,1.850833333,136.6666667,13.08333333,475.9166667,63.08333333,1.984166667,3.201666667,2.999166667,2.135833333,2.9675,2.148333333,2.278333333,3.0425
1983,0,0,0,56.05,1.166666667,67.89166667,1.05,45.18333333,0.241666667,5.985833333,,108.5,12.5,412.8333333,36.25,3.886666667,1.045833333,2.928333333,1.9225,4.115,1.278333333,2.98,0.648333333
1983,420,410,625,67.36666667,-1.341666667,78.825,1.591666667,56.86666667,-0.35,6.666666667,4.6875,187.9166667,,186.9166667,42.91666667,5.3825,7.174166667,6.3825,4.959166667,7.051666667,3.78,1.986666667,2.8375
1983,108,93,379,57.96666667,2.041666667,67.45833333,1.666666667,46.48333333,0.425,5.431666667,1.8775,123,15.83333333,468.0833333,44.5,5.42,3.415,4.049166667,5.016666667,5.510833333,,0.998333333,3.695
1983,687,675,644,62.69166667,-0.116666667,74.56666667,-0.5,54.80833333,2.275,9.193333333,,159.6666667,-18.58333333,251.75,44.16666667,6.858333333,4.2775,6.858333333,7.050833333,5.311666667,6.701666667,5.3775,4.139166667
1983,60,59,351,61.85,1.666666667,69.95833333,2.683333333,50.725,1.625,8.405833333,3.234166667,115.8333333,-2.75,327.5833333,40.25,3.140833333,3.250833333,,1.673333333,2.464166667,3.544166667,4.3075,4.315
1983,56,47,716,56.50833333,0.583333333,70.73333333,1.808333333,40.28333333,0.358333333,4.193333333,1.016666667,71.83333333,-3.416666667,420.25,34.16666667,2.919166667,5.1775,2.919166667,6.250833333,4.533333333,2.785833333,4.706666667,2.84
1983,0,0,0,50.45833333,0.8,62.20833333,-1.958333333,38.73333333,3.591666667,4.483333333,1.619166667,148,-27.16666667,311,16.33333333,7.136666667,7.875833333,8.136666667,9.7475,10.13666667,7.700833333,,7.1025
1983,320,300,236,58.99166667,0.008333333,73.375,,49.61666667,2.7,6.751666667,0.778333333,157.5,-2.5,360.1666667,57.75,3.8325,1.145,4.9875,3.174166667,4.7175,2.0125,4.281666667,4.04
1983,69,69,370,62.30833333,2.291666667,75.86666667,0.433333333,50.71666667,0.133333333,8.353333333,2.355833333,149.1666667,-10.41666667,266.25,43.66666667,1.071666667,1.3675,1.3375,2.513333333,2.239166667,,2.25,4.305833333
1983,220,215,340,59.68333333,1.641666667,71.825,1.666666667,46.54166667,,7.581666667,4.0325,116.5,2.75,365.8333333,44.16666667,3.9175,0.118333333,2.540833333,1.593333333,4.143333333,,3.204166667,2.909166667
1983,"4,000","3,550",323,65.38333333,-0.925,79.51666667,-1.091666667,55.225,,3.145833333,2.794166667,200.5,-27.91666667,202.5,43.25,3.753333333,4.815,5.281666667,4.030833333,1.910833333,2.765833333,1.291666667,3.241666667
1983,0,0,363,55.45,0.866666667,69.45,2.883333333,47.45,2.858333333,6.854166667,2.105,89.33333333,,396,34.16666667,1.194166667,,3.1575,0.776666667,3.159166667,3.845,4.285,4.153333333
1984,309,307,701,64.81666667,1.558333333,76.89166667,4.091666667,51.76666667,0.066666667,8.210833333,1.445833333,146.3333333,-10.16666667,231.1666667,1.166666667,1.860833333,2.54,3.41,3.9325,1.651666667,2.340833333,2.735833333,0.596666667
1984,470,465,634,63.05,0.4,72.08333333,3.483333333,52.03333333,1.316666667,8.098333333,3.768333333,128.5833333,-12.58333333,297.6666667,5.166666667,4.976666667,4.634166667,2.26,2.74,3.048333333,2.63,2.941666667,3.786666667
1984,430,429,1231,60.44166667,2.816666667,74.25,1.475,47.60833333,3.175,2.323333333,2.298333333,226.8333333,-20.08333333,184.6666667,17.91666667,2.318333333,4.1375,5.91,4.700833333,2.295,2.959166667,4.276666667,4.521666667
1984,"1,410","1,400",1003,59.21666667,0.566666667,73.36666667,3.2,49.025,1.891666667,2.526666667,2.7,90.25,16.91666667,256.75,13.58333333,3.336666667,2.165833333,4.506666667,5.2175,,5.105833333,3.725833333,3.98
1984,17,17,850,72.975,1.9,84.80833333,3.133333333,62.15,-0.316666667,5.111666667,3.640833333,259.5833333,-30.25,,5.583333333,4.055,4.665,5.474166667,6.151666667,4.2575,4.880833333,0.739166667,1.955833333
1984,175,172,786,,3.45,77.38333333,1.958333333,53.28333333,-0.016666667,6,0.826666667,125.6666667,-14.08333333,245.75,3.583333333,2.953333333,2.27,5.696666667,2.955,4.2575,5.569166667,2.951666667,1.024166667
1984,0,0,0,53.8,3.55,63.71666667,2.325,42.91666667,,5.4425,2.106666667,70.91666667,-0.333333333,529.3333333,10.5,2.01,2.118333333,5.26,3.178333333,1.929166667,4.025,1.480833333,4.155833333
1984,1,1,292,55.975,1.208333333,69.16666667,0.866666667,42.775,1.525,6.41,2.059166667,119.9166667,-0.666666667,435.75,20.91666667,2.363333333,0.580833333,2.4225,1.559166667,1.665833333,0.846666667,3.555,3.319166667
1984,0,0,0,59.325,3.441666667,68.125,,47.5,0.558333333,5.391666667,1.234166667,92.83333333,-8.16666667,388.25,11.66666667,4.418333333,2.5775,2.500833333,1.495,1.441666667,1.605,4.504166667,2.1725
1984,650,645,789,67.31666667,3.608333333,80.93333333,3.7,56.68333333,1.466666667,6.899166667,0.92,206.4166667,-13.91666667,145.0833333,0.083333333,5.735,2.526666667,2.953333333,2.53,3.45,3.178333333,4.285833333,4.136666667
1984,164,162,555,58.39166667,3.466666667,66.29166667,0.5,47.475,0.416666667,7.858333333,1.304166667,99.33333333,-3.833333333,,8.833333333,3.0125,1.0075,5.420833333,,2.26,2.359166667,1.844166667,4.540833333
1984,"1,045","1,032",771,66.34166667,3.533333333,78.75,2.683333333,52.95833333,1.425,6.5775,2.670833333,163.5,-14.75,205.8333333,0.25,5.884166667,5.303333333,4.075833333,5.268333333,3.395,3.785,4.0325,2.794166667
1984,97,96,602,59.60833333,2.425,71.825,0.55,50.39166667,3.291666667,7.245833333,2.074166667,105.75,-10.83333333,295.25,6.916666667,2.085833333,2.195833333,,3.030833333,5.575833333,3.655833333,3.306666667,1.314166667
1984,77,69,607,54.39166667,0.466666667,70.75,-0.175,41.00833333,1.083333333,3.468333333,4.291666667,67.41666667,-10.83333333,417,35.91666667,4.578333333,2.836666667,2.578333333,2.91,2.063333333,2.315833333,2.9125,2.045833333
1984,0,0,0,50.76666667,2.108333333,65.41666667,1.25,38.11666667,2.975,5.01,,168.75,-7.416666667,324.6666667,31,7.4325,8.171666667,9.4325,8.043333333,10.41,7.974166667,5.479166667,4.679166667
1984,425,375,236,62.4,1.416666667,73.63333333,3.616666667,50.15833333,0.241666667,4.845833333,2.8725,157.0833333,-3.916666667,318.25,11.83333333,2.13,0.4425,1.209166667,3.395833333,,0.506666667,4.315833333,1.074166667
1984,104,104,787,65.425,3.408333333,78.33333333,0.9,52.54166667,0.958333333,4.970833333,0.973333333,145.8333333,-11.75,226,5.416666667,2.8975,3.193333333,4.736666667,2.9125,5.2625,4.464166667,2.119166667,4.175
1984,340,325,502,60.5,3.458333333,69.875,0.716666667,47.11666667,3.216666667,6.6725,1.123333333,102.8333333,-11.91666667,327,6.333333333,2.974166667,2.175,4.28,2.3325,2.830833333,1.043333333,2.54,2.245
1984,"5,350","4,700",379,67.78333333,0.475,80.08333333,2.475,55.475,3.491666667,3.181666667,2.83,222.0833333,-5.333333333,160.8333333,4.583333333,0.1125,0.174166667,2.701666667,1.450833333,2.035,1.89,1.665,3.615
1984,1,1,530,58.025,0.441666667,66.89166667,2.325,46.15,2.558333333,4.781666667,1.0325,81.25,,373.0833333,9.25,1.805833333,2.580833333,2.989166667,2.608333333,2.488333333,2.174166667,2.249166667,3.1175
1985,330,329,797,65.79166667,0.533333333,76.075,1.275,53.51666667,2.816666667,8.275833333,,155.6666667,-2.833333333,244.6666667,,2.795,0.474166667,1.613333333,3.135833333,0.634166667,1.323333333,1.915,3.775833333
1985,465,440,768,62.84166667,0.191666667,72.73333333,2.133333333,52.93333333,,6.0775,3.7475,143.5833333,-1.583333333,318,25.5,2.778333333,3.435833333,3.209166667,2.689166667,1.768333333,4.35,1.880833333,3.725833333
1985,360,359,1245,63.55,-0.075,75.4,0.625,47.7,0.266666667,5.158333333,4.133333333,232.8333333,-13.08333333,188.75,20,5.086666667,5.905833333,7.380833333,8.171666667,7.209166667,4.873333333,1.98,4.225
1985,"1,330","1,320",1135,59.325,0.675,71.93333333,0.766666667,45.69166667,1.558333333,5.225,,68.5,-3.833333333,275.0833333,31.91666667,-0.206666667,3.6225,0.466666667,2.1775,0.360833333,2.056666667,,0.261666667
1985,25,23,697,74.825,2.75,85.625,0.95,61.01666667,1.55,6.361666667,1.890833333,290.75,-1.083333333,67.83333333,13.25,0.583333333,3.193333333,0.6425,1.32,1.16,1.783333333,1.625833333,3.8425
1985,255,245,726,65.75,0.875,77.09166667,1.666666667,54.39166667,,,2.75,134.75,,245.5,5.333333333,2.9875,3.304166667,2.383333333,-0.358333333,,3.038333333,3.81,0.8825
1985,0,0,0,,0.383333333,,-0.641666667,41.525,-0.583333333,,2.466666667,65.91666667,-10.33333333,555.5,38.66666667,5.145,5.253333333,5.145,3.063333333,5.535833333,1.631666667,5.038333333,4.713333333
1985,1,1,323,54.53333333,1.766666667,68.41666667,-1.883333333,41.63333333,-0.616666667,3.7425,,107.1666667,-12.41666667,472.6666667,56.83333333,3.79,6.0075,4.79,5.926666667,5.765,4.945833333,5.3975,3.161666667
1985,0,0,0,59.03333333,3.15,68.51666667,1.675,46.55,0.608333333,4.701666667,1.544166667,,-7.833333333,393.4166667,16.83333333,3.138333333,2.2975,1.210833333,3.205,4.033333333,2.196666667,1.015,2.683333333
1985,640,630,568,70.35833333,3.65,78.66666667,3.433333333,59.03333333,2.816666667,8.034166667,2.055,226.5,5.166666667,161.8333333,15.83333333,1.465,1.256666667,4.115,3.691666667,2.825,3.553333333,1.106666667,2.9575
1985,152,150,655,57.00833333,2.083333333,64.525,0.733333333,45.45833333,1.4,7.313333333,4.759166667,,-13.58333333,,46.33333333,7.3725,6.3675,5.3725,3.34,6.238333333,4.3375,4.4,5.096666667
1985,"1,050","1,040",766,66.2,2.391666667,76.09166667,2.025,55.275,1.741666667,5.3975,3.490833333,178.4166667,2.166666667,225.3333333,16.75,2.235833333,-0.345,3.620833333,2.813333333,1.38,1.77,0.854166667,1.615833333
1985,88,87,649,62.2,4.016666667,73.34166667,1.066666667,50.06666667,,6.916666667,2.745,112.9166667,-6.666666667,282.4166667,-3.916666667,3.065833333,0.175833333,2.373333333,0.423333333,2.675,1.755,,2.669166667
1985,70,54,632,54.84166667,-0.083333333,68.38333333,1.458333333,42.28333333,0.358333333,5.455,4.278333333,67.66666667,-10.58333333,405.5833333,22.5,,8.295,8.036666667,8.368333333,7.965833333,8.218333333,2.794166667,2.9275
1985,0,0,0,52.69166667,0.033333333,63.21666667,1.05,39.11666667,-0.025,3.728333333,3.864166667,167.0833333,-7.083333333,332,37.33333333,3.590833333,1.33,3.745833333,6.356666667,2.218333333,3.7825,0.716666667,2.916666667
1985,370,360,383,59.73333333,2.75,71.30833333,-0.708333333,49.13333333,2.216666667,6.521666667,3.548333333,161.0833333,0.083333333,345.6666667,40.25,4.284166667,5.596666667,5.284166667,6.470833333,,5.4075,4.195,1.953333333
1985,124,122,712,67.04166667,,76.48333333,4.05,,2.991666667,5.005833333,2.008333333,158.3333333,-2.25,222.8333333,-0.75,0.953333333,1.249166667,0.2775,1.453333333,0.681666667,-0.116666667,0.921666667,0.9775
1985,340,335,602,58.25833333,3.216666667,69.13333333,1.975,48.375,,4.599166667,3.05,111.1666667,-3.583333333,338.3333333,18.66666667,2.486666667,1.6875,,1.27,0.345,0.5575,0.4625,3.1675
1985,"5,000","4,650",406,65.36666667,3.058333333,78.21666667,-0.391666667,56.5,3.516666667,3.49,2.138333333,228,3.583333333,188.6666667,28.41666667,4.205833333,4.2675,5.393333333,4.1425,6.225833333,4.080833333,3.718333333,3.668333333
1985,1,1,447,58.4,2.816666667,67.46666667,1.9,47.38333333,1.791666667,6.685833333,0.936666667,83.08333333,-9.16666667,360.5,-6.333333333,0.266666667,2.041666667,1.7425,2.361666667,1.019166667,2.705,0,1.868333333
1986,315,,509,66.09166667,3.833333333,79.76666667,1.966666667,53.36666667,1.666666667,7.980833333,3.215833333,170.3333333,15.83333333,221.5833333,-10.41666667,2.233333333,-1.0875,1.579166667,,-0.054166667,-1.365,2.146666667,2.0075
1986,490,480,604,65.51666667,1.866666667,75.475,3.875,53.53333333,3.816666667,5.865833333,2.535833333,156.25,12.08333333,278.6666667,-12.83333333,0.755,0.4125,3.224166667,0.704166667,3.540833333,1.1225,1.690833333,1.535833333
1986,,249,1302,63.575,3.95,76.38333333,1.608333333,49.73333333,1.3,,3.130833333,229,-18.91666667,149.9166667,-12.83333333,2.758333333,2.5775,3.529166667,3.32,,4.740833333,3.911666667,1.156666667
1986,"1,000",990,1091,61.875,3.225,75.24166667,3.075,49.49166667,2.358333333,3.020833333,2.194166667,57.91666667,-15.41666667,,-11.16666667,2.891666667,4.720833333,1.415,3.125833333,1.085,4.780833333,2.938333333,3.1925
1986,20,19,708,72.45833333,3.383333333,84.14166667,4.466666667,62.79166667,2.325,7.363333333,1.8925,294.0833333,2.25,52.66666667,-2.916666667,1.160833333,0.770833333,1.090833333,3.768333333,2.025833333,3.649166667,1.355,3.571666667
1986,225,195,458,66.03333333,5.158333333,78.71666667,3.291666667,55.35,,7.541666667,2.368333333,159.3333333,17.58333333,228.9166667,-11.25,-0.724166667,-0.4075,-1.5375,-1.279166667,1.726666667,2.038333333,0.825833333,0.898333333
1986,0,0,0,54.83333333,4.583333333,65.85,3.458333333,46.78333333,1.675,6.120833333,1.785,74.58333333,,505.1666667,-12.66666667,3.604166667,2.7125,4.809166667,2.7275,2.825833333,3.921666667,3.258333333,3.933333333
1986,1,1,337,57.19166667,4.425,69.63333333,2.333333333,45.76666667,2.516666667,3.616666667,2.265833333,129.1666667,8.583333333,384.6666667,-32.16666667,7.158333333,3.375833333,7.158333333,6.295,3.974166667,5.155,4.993333333,2.7575
1986,0,0,0,60.61666667,,71.45,3.608333333,48.8,2.858333333,4.548333333,3.390833333,109.75,11.75,364.5,-13.08333333,-0.956666667,0.2025,,-0.9625,1.429166667,-1.4075,2.375,0.043333333
1986,580,570,569,69.30833333,4.6,79.675,1.441666667,58.95833333,3.741666667,6.418333333,,227,11.66666667,137.75,-4.25,1.664166667,2.455833333,2.6675,-0.755833333,2.645,-0.626666667,2.580833333,3.431666667
1986,,160,592,57.925,3,69.65833333,1.866666667,48.18333333,5.125,5.535833333,3.981666667,118,12.83333333,406.75,-18.83333333,4.033333333,5.028333333,5.259166667,2.226666667,3.304166667,2.403333333,3.276666667,0.973333333
1986,"1,020","1,000",575,65.55833333,2.75,78.90833333,2.841666667,54.2,1.666666667,7.066666667,2.16,192.9166667,14.66666667,199.9166667,-8.666666667,1.185833333,-0.395,-0.466666667,0.725833333,2.076666667,1.466666667,2.306666667,2.068333333
1986,82,81,650,62.79166667,1.608333333,73.85833333,4.583333333,50.675,4.575,4.240833333,0.069166667,129,13.41666667,279.9166667,-5.416666667,0.099166667,1.209166667,,-2.435833333,-2.3475,-1.2675,0.445,1.4525
1986,63,50,597,56.575,2.65,70.80833333,0.883333333,40.31666667,3.391666667,5.714166667,4.5375,,-13.25,384.1666667,,6.556666667,5.815,5.556666667,5.888333333,5.966666667,4.219166667,2.341666667,3.475
